Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ManageOperation,Firefox 62.0,,2018-10-28 19:23:55,2018-10-28 19:25:32,1m - 36.691s,FAILED
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-28 19:23:56,2018-10-28 19:24:12,15.852s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 19:23:56,2018-10-28 19:24:03,7.119s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 19:24:03,2018-10-28 19:24:09,5.755s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-28 19:24:09,2018-10-28 19:24:12,2.429s,PASSED
,,,,,,
Test Cases/Common/Login,Firefox 62.0,,2018-10-28 19:24:12,2018-10-28 19:24:14,2.244s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 19:24:12,2018-10-28 19:24:14,1.821s,PASSED
,,,,,,
Test Cases/User/AddAdmin,Firefox 62.0,,2018-10-28 19:24:14,2018-10-28 19:24:36,21.663s,PASSED
phpTravels.Admin.NavigateToAdminPage,Firefox 62.0,,2018-10-28 19:24:14,2018-10-28 19:24:22,7.680s,PASSED
phpTravels.Admin.SetAdminDetails,Firefox 62.0,,2018-10-28 19:24:22,2018-10-28 19:24:28,5.802s,PASSED
phpTravels.Admin.ManageAccessDetails,Firefox 62.0,,2018-10-28 19:24:28,2018-10-28 19:24:33,4.645s,PASSED
phpTravels.Admin.SaveDetails,Firefox 62.0,,2018-10-28 19:24:33,2018-10-28 19:24:36,2.956s,PASSED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-28 19:24:36,2018-10-28 19:24:37,1.811s,PASSED
click,Firefox 62.0,,2018-10-28 19:24:36,2018-10-28 19:24:37,1.511s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-28 19:24:37,2018-10-28 19:24:39,1.349s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-28 19:24:38,2018-10-28 19:24:38,0.093s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 19:24:38,2018-10-28 19:24:38,0.001s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 19:24:38,2018-10-28 19:24:38,0.001s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 19:24:38,2018-10-28 19:24:39,0.976s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-28 19:24:39,2018-10-28 19:25:19,39.722s,PASSED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-28 19:24:39,2018-10-28 19:24:53,13.988s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-28 19:24:53,2018-10-28 19:25:01,8.365s,PASSED
phpTravels.Tour.SetTourInclusions,Firefox 62.0,,2018-10-28 19:25:01,2018-10-28 19:25:13,11.545s,PASSED
phpTravels.Tour.SetTourExclusions,Firefox 62.0,,2018-10-28 19:25:13,2018-10-28 19:25:15,2.494s,PASSED
phpTravels.Tour.SaveTour,Firefox 62.0,,2018-10-28 19:25:15,2018-10-28 19:25:19,3.062s,PASSED
,,,,,,
Test Cases/User/AddSupplier,Firefox 62.0,,2018-10-28 19:25:19,2018-10-28 19:25:28,9.522s,FAILED
click,Firefox 62.0,,2018-10-28 19:25:19,2018-10-28 19:25:20,1.011s,PASSED
click,Firefox 62.0,,2018-10-28 19:25:20,2018-10-28 19:25:22,1.663s,PASSED
click,Firefox 62.0,,2018-10-28 19:25:22,2018-10-28 19:25:24,2.100s,PASSED
waitForPageLoad,Firefox 62.0,,2018-10-28 19:25:24,2018-10-28 19:25:24,0.104s,PASSED
setText,Firefox 62.0,,2018-10-28 19:25:24,2018-10-28 19:25:25,0.270s,PASSED
setText,Firefox 62.0,,2018-10-28 19:25:25,2018-10-28 19:25:25,0.172s,PASSED
setText,Firefox 62.0,,2018-10-28 19:25:25,2018-10-28 19:25:25,0.150s,PASSED
setText,Firefox 62.0,,2018-10-28 19:25:25,2018-10-28 19:25:25,0.104s,PASSED
setText,Firefox 62.0,,2018-10-28 19:25:25,2018-10-28 19:25:25,0.143s,PASSED
click,Firefox 62.0,,2018-10-28 19:25:25,2018-10-28 19:25:26,0.773s,PASSED
setText,Firefox 62.0,,2018-10-28 19:25:26,2018-10-28 19:25:26,0.158s,PASSED
click,Firefox 62.0,,2018-10-28 19:25:26,2018-10-28 19:25:27,1.090s,PASSED
setText,Firefox 62.0,,2018-10-28 19:25:27,2018-10-28 19:25:27,0.268s,PASSED
setText,Firefox 62.0,,2018-10-28 19:25:27,2018-10-28 19:25:28,0.122s,PASSED
selectOptionByValue,Firefox 62.0,,2018-10-28 19:25:28,2018-10-28 19:25:28,0.469s,FAILED
,,,,,,
Test Cases/Common/LogOutNewAdmin,Firefox 62.0,,2018-10-28 19:25:28,2018-10-28 19:25:31,2.926s,PASSED
click,Firefox 62.0,,2018-10-28 19:25:28,2018-10-28 19:25:31,2.703s,PASSED
