Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateTourForNewAdmin,Firefox 62.0,,2018-10-28 00:30:08,2018-10-28 00:31:30,1m - 22.160s,INCOMPLETE
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-28 00:30:09,2018-10-28 00:30:29,19.903s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 00:30:10,2018-10-28 00:30:19,9.256s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 00:30:19,2018-10-28 00:30:26,7.628s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-28 00:30:26,2018-10-28 00:30:29,2.289s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-28 00:30:29,2018-10-28 00:30:32,3.242s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-28 00:30:29,2018-10-28 00:30:30,0.994s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 00:30:30,2018-10-28 00:30:30,0.089s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 00:30:30,2018-10-28 00:30:30,0.005s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 00:30:30,2018-10-28 00:30:32,1.730s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-28 00:30:32,2018-10-28 00:31:29,57.256s,FAILED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-28 00:30:32,2018-10-28 00:30:44,11.549s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-28 00:30:44,2018-10-28 00:30:53,9.418s,PASSED
phpTravels.Tour.SetTourInclusions,Firefox 62.0,,2018-10-28 00:30:53,2018-10-28 00:31:04,10.575s,PASSED
phpTravels.Tour.SetTourExclusions,Firefox 62.0,,2018-10-28 00:31:04,2018-10-28 00:31:06,2.630s,PASSED
phpTravels.Tour.SaveTour,Firefox 62.0,,2018-10-28 00:31:06,2018-10-28 00:31:29,22.770s,FAILED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-28 00:31:29,2018-10-28 00:31:30,0.756s,FAILED
click,Firefox 62.0,,2018-10-28 00:31:30,2018-10-28 00:31:30,0.415s,FAILED
