Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateTourForNewAdmin,Firefox 62.0,,2018-10-27 22:46:02,2018-10-27 22:46:46,44.091s,INCOMPLETE
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-27 22:46:03,2018-10-27 22:46:23,20.046s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 22:46:03,2018-10-27 22:46:12,9.005s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 22:46:12,2018-10-27 22:46:20,8.000s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 22:46:20,2018-10-27 22:46:23,2.451s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-27 22:46:23,2018-10-27 22:46:27,4.148s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-27 22:46:24,2018-10-27 22:46:25,1.658s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 22:46:25,2018-10-27 22:46:25,0.061s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 22:46:25,2018-10-27 22:46:25,0.001s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-27 22:46:25,2018-10-27 22:46:27,1.734s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-27 22:46:27,2018-10-27 22:46:45,18.289s,FAILED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-27 22:46:28,2018-10-27 22:46:45,17.707s,FAILED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-27 22:46:45,2018-10-27 22:46:46,0.707s,FAILED
click,Firefox 62.0,,2018-10-27 22:46:46,2018-10-27 22:46:46,0.212s,FAILED
