Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ManageOperationForNewAdmin,Firefox 62.0,,2018-10-28 21:50:37,2018-10-28 21:52:15,1m - 37.160s,INCOMPLETE
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-28 21:50:38,2018-10-28 21:50:54,16.193s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 21:50:39,2018-10-28 21:50:46,7.473s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 21:50:46,2018-10-28 21:50:52,5.775s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-28 21:50:52,2018-10-28 21:50:54,2.382s,PASSED
,,,,,,
Test Cases/Common/Login,Firefox 62.0,,2018-10-28 21:50:54,2018-10-28 21:50:56,1.349s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 21:50:55,2018-10-28 21:50:56,0.985s,PASSED
,,,,,,
Test Cases/User/AddAdmin,Firefox 62.0,,2018-10-28 21:50:56,2018-10-28 21:51:47,51.113s,FAILED
phpTravels.Admin.NavigateToAdminPage,Firefox 62.0,,2018-10-28 21:50:56,2018-10-28 21:51:04,7.948s,PASSED
phpTravels.Admin.SetAdminDetails,Firefox 62.0,,2018-10-28 21:51:04,2018-10-28 21:51:10,5.505s,PASSED
phpTravels.Admin.ManageAccessDetails,Firefox 62.0,,2018-10-28 21:51:10,2018-10-28 21:51:14,4.270s,PASSED
phpTravels.Admin.SaveDetails,Firefox 62.0,,2018-10-28 21:51:14,2018-10-28 21:51:47,32.838s,FAILED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-28 21:51:47,2018-10-28 21:51:49,1.955s,PASSED
click,Firefox 62.0,,2018-10-28 21:51:47,2018-10-28 21:51:49,1.742s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-28 21:51:49,2018-10-28 21:51:50,0.987s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-28 21:51:49,2018-10-28 21:51:49,0.050s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 21:51:49,2018-10-28 21:51:49,0.001s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 21:51:49,2018-10-28 21:51:49,0.001s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 21:51:49,2018-10-28 21:51:50,0.697s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-28 21:51:50,2018-10-28 21:52:04,14.108s,FAILED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-28 21:51:50,2018-10-28 21:52:01,10.940s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-28 21:52:01,2018-10-28 21:52:04,2.791s,FAILED
,,,,,,
Test Cases/User/AddSupplier,Firefox 62.0,,2018-10-28 21:52:04,2018-10-28 21:52:14,10.019s,FAILED
click,Firefox 62.0,,2018-10-28 21:52:05,2018-10-28 21:52:05,0.753s,PASSED
click,Firefox 62.0,,2018-10-28 21:52:05,2018-10-28 21:52:08,2.595s,PASSED
click,Firefox 62.0,,2018-10-28 21:52:08,2018-10-28 21:52:10,2.365s,PASSED
waitForPageLoad,Firefox 62.0,,2018-10-28 21:52:10,2018-10-28 21:52:10,0.179s,PASSED
setText,Firefox 62.0,,2018-10-28 21:52:10,2018-10-28 21:52:11,0.203s,PASSED
setText,Firefox 62.0,,2018-10-28 21:52:11,2018-10-28 21:52:11,0.180s,PASSED
setText,Firefox 62.0,,2018-10-28 21:52:11,2018-10-28 21:52:11,0.159s,PASSED
setText,Firefox 62.0,,2018-10-28 21:52:11,2018-10-28 21:52:11,0.157s,PASSED
setText,Firefox 62.0,,2018-10-28 21:52:11,2018-10-28 21:52:11,0.181s,PASSED
click,Firefox 62.0,,2018-10-28 21:52:11,2018-10-28 21:52:12,0.777s,PASSED
setText,Firefox 62.0,,2018-10-28 21:52:12,2018-10-28 21:52:12,0.304s,PASSED
click,Firefox 62.0,,2018-10-28 21:52:12,2018-10-28 21:52:13,0.829s,PASSED
setText,Firefox 62.0,,2018-10-28 21:52:13,2018-10-28 21:52:13,0.115s,PASSED
setText,Firefox 62.0,,2018-10-28 21:52:13,2018-10-28 21:52:14,0.652s,FAILED
,,,,,,
Test Cases/Common/LogOutNewAdmin,Firefox 62.0,,2018-10-28 21:52:14,2018-10-28 21:52:15,0.619s,FAILED
click,Firefox 62.0,,2018-10-28 21:52:14,2018-10-28 21:52:15,0.329s,FAILED
