Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateTourForNewAdmin,Firefox 62.0,,2018-10-27 23:17:46,2018-10-27 23:18:29,42.258s,FAILED
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-27 23:17:47,2018-10-27 23:18:07,19.941s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 23:17:48,2018-10-27 23:17:57,9.137s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 23:17:57,2018-10-27 23:18:04,7.413s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 23:18:04,2018-10-27 23:18:07,2.841s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-27 23:18:07,2018-10-27 23:18:09,2.453s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-27 23:18:07,2018-10-27 23:18:08,0.797s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 23:18:08,2018-10-27 23:18:08,0.054s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 23:18:08,2018-10-27 23:18:08,0.004s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-27 23:18:08,2018-10-27 23:18:09,1.169s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-27 23:18:09,2018-10-27 23:18:25,16.016s,FAILED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-27 23:18:10,2018-10-27 23:18:23,12.858s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-27 23:18:23,2018-10-27 23:18:25,2.881s,FAILED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-27 23:18:25,2018-10-27 23:18:28,2.522s,PASSED
click,Firefox 62.0,,2018-10-27 23:18:26,2018-10-27 23:18:28,2.119s,PASSED
