Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ManageOperationForNewAdmin,Firefox 62.0,,2018-10-28 22:29:36,2018-10-28 22:31:34,1m - 57.924s,INCOMPLETE
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-28 22:29:37,2018-10-28 22:29:55,18.281s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 22:29:37,2018-10-28 22:29:45,7.508s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 22:29:45,2018-10-28 22:29:52,7.302s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-28 22:29:52,2018-10-28 22:29:55,2.959s,PASSED
,,,,,,
Test Cases/Common/Login,Firefox 62.0,,2018-10-28 22:29:55,2018-10-28 22:29:56,1.415s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 22:29:55,2018-10-28 22:29:56,1.049s,PASSED
,,,,,,
Test Cases/User/AddAdmin,Firefox 62.0,,2018-10-28 22:29:56,2018-10-28 22:30:17,20.651s,PASSED
phpTravels.Admin.NavigateToAdminPage,Firefox 62.0,,2018-10-28 22:29:57,2018-10-28 22:30:05,8.708s,PASSED
phpTravels.Admin.SetAdminDetails,Firefox 62.0,,2018-10-28 22:30:05,2018-10-28 22:30:10,4.759s,PASSED
phpTravels.Admin.ManageAccessDetails,Firefox 62.0,,2018-10-28 22:30:10,2018-10-28 22:30:14,4.137s,PASSED
phpTravels.Admin.SaveDetails,Firefox 62.0,,2018-10-28 22:30:14,2018-10-28 22:30:17,2.810s,PASSED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-28 22:30:17,2018-10-28 22:30:19,1.958s,PASSED
click,Firefox 62.0,,2018-10-28 22:30:17,2018-10-28 22:30:19,1.725s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-28 22:30:19,2018-10-28 22:30:20,0.961s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-28 22:30:19,2018-10-28 22:30:19,0.061s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 22:30:19,2018-10-28 22:30:19,0.001s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 22:30:19,2018-10-28 22:30:19,0.001s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 22:30:19,2018-10-28 22:30:20,0.626s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-28 22:30:20,2018-10-28 22:30:53,33.201s,PASSED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-28 22:30:20,2018-10-28 22:30:28,7.443s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-28 22:30:28,2018-10-28 22:30:37,9.414s,PASSED
phpTravels.Tour.SetTourInclusions,Firefox 62.0,,2018-10-28 22:30:37,2018-10-28 22:30:48,10.505s,PASSED
phpTravels.Tour.SetTourExclusions,Firefox 62.0,,2018-10-28 22:30:48,2018-10-28 22:30:50,2.516s,PASSED
