Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ManageOperationForNewAdmin,Chrome 70.0.3538.77,,2018-10-29 22:23:21,2018-10-29 22:24:22,1m - 1.348s,FAILED
,,,,,,
Test Cases/Common/NavigateToUrl,Chrome 70.0.3538.77,,2018-10-29 22:23:22,2018-10-29 22:23:31,9.089s,PASSED
openBrowser,Chrome 70.0.3538.77,,2018-10-29 22:23:22,2018-10-29 22:23:27,4.150s,PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-29 22:23:27,2018-10-29 22:23:30,3.048s,PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-10-29 22:23:30,2018-10-29 22:23:31,1.235s,PASSED
,,,,,,
Test Cases/Common/Login,Chrome 70.0.3538.77,,2018-10-29 22:23:31,2018-10-29 22:23:32,1.543s,PASSED
phpTravels.Common.Login,Chrome 70.0.3538.77,,2018-10-29 22:23:31,2018-10-29 22:23:32,1.125s,PASSED
,,,,,,
Test Cases/User/AddAdmin,Chrome 70.0.3538.77,,2018-10-29 22:23:32,2018-10-29 22:23:54,21.894s,PASSED
phpTravels.Admin.NavigateToAdminPage,Chrome 70.0.3538.77,,2018-10-29 22:23:33,2018-10-29 22:23:44,10.294s,PASSED
phpTravels.Admin.SetAdminDetails,Chrome 70.0.3538.77,,2018-10-29 22:23:44,2018-10-29 22:23:49,5.087s,PASSED
phpTravels.Admin.ManageAccessDetails,Chrome 70.0.3538.77,,2018-10-29 22:23:49,2018-10-29 22:23:52,2.987s,PASSED
phpTravels.Admin.SaveDetails,Chrome 70.0.3538.77,,2018-10-29 22:23:52,2018-10-29 22:23:54,2.759s,PASSED
,,,,,,
Test Cases/Common/LogOut,Chrome 70.0.3538.77,,2018-10-29 22:23:54,2018-10-29 22:23:56,1.831s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 22:23:55,2018-10-29 22:23:56,1.469s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Chrome 70.0.3538.77,,2018-10-29 22:23:56,2018-10-29 22:23:57,1.145s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Chrome 70.0.3538.77,,2018-10-29 22:23:57,2018-10-29 22:23:57,0.053s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Chrome 70.0.3538.77,,2018-10-29 22:23:57,2018-10-29 22:23:57,0.001s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Chrome 70.0.3538.77,,2018-10-29 22:23:57,2018-10-29 22:23:57,0.001s,PASSED
phpTravels.Common.Login,Chrome 70.0.3538.77,,2018-10-29 22:23:57,2018-10-29 22:23:57,0.816s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Chrome 70.0.3538.77,,2018-10-29 22:23:57,2018-10-29 22:24:11,13.528s,FAILED
phpTravels.Tour.NavigateToTourPage,Chrome 70.0.3538.77,,2018-10-29 22:23:58,2018-10-29 22:24:05,7.651s,PASSED
phpTravels.Tour.SetTourDetails,Chrome 70.0.3538.77,,2018-10-29 22:24:05,2018-10-29 22:24:11,5.454s,FAILED
,,,,,,
Test Cases/User/AddSupplier,Chrome 70.0.3538.77,,2018-10-29 22:24:11,2018-10-29 22:24:21,10.054s,FAILED
click,Chrome 70.0.3538.77,,2018-10-29 22:24:12,2018-10-29 22:24:12,0.213s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 22:24:12,2018-10-29 22:24:14,2.220s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 22:24:14,2018-10-29 22:24:16,1.744s,PASSED
waitForPageLoad,Chrome 70.0.3538.77,,2018-10-29 22:24:16,2018-10-29 22:24:16,0.063s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 22:24:16,2018-10-29 22:24:16,0.425s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 22:24:16,2018-10-29 22:24:17,0.330s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 22:24:17,2018-10-29 22:24:17,0.550s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 22:24:17,2018-10-29 22:24:18,0.476s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 22:24:18,2018-10-29 22:24:18,0.666s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 22:24:18,2018-10-29 22:24:19,0.445s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 22:24:19,2018-10-29 22:24:19,0.595s,PASSED
click,Chrome 70.0.3538.77,,2018-10-29 22:24:19,2018-10-29 22:24:20,0.211s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 22:24:20,2018-10-29 22:24:20,0.479s,PASSED
setText,Chrome 70.0.3538.77,,2018-10-29 22:24:20,2018-10-29 22:24:21,0.858s,FAILED
,,,,,,
Test Cases/Common/LogOutNewAdmin,Chrome 70.0.3538.77,,2018-10-29 22:24:21,2018-10-29 22:24:22,0.562s,FAILED
click,Chrome 70.0.3538.77,,2018-10-29 22:24:21,2018-10-29 22:24:22,0.088s,FAILED
