Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateAdminandLogin,,,2018-10-26 18:57:37,2018-10-26 18:57:42,4.169s,ERROR
,,,,,,
Test Cases/Common/LoginAsSuperAdmin,,,2018-10-26 18:57:38,2018-10-26 18:57:40,1.601s,ERROR
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),,,2018-10-26 18:57:39,2018-10-26 18:57:40,0.858s,PASSED
"Statement - userName = dbdata.getValue(5, 2)",,,2018-10-26 18:57:40,2018-10-26 18:57:40,0.050s,PASSED
"Statement - password = dbdata.getValue(2, 2)",,,2018-10-26 18:57:40,2018-10-26 18:57:40,0.002s,PASSED
phpTravels.commonUtils.loginToPHPTravels,,,2018-10-26 18:57:40,2018-10-26 18:57:40,0.021s,ERROR
,,,,,,
Test Cases/CreateUser/CreateNewAdmin,,,2018-10-26 18:57:40,2018-10-26 18:57:40,0.488s,ERROR
phpTravels.PhpKeys.navigateToCreateAdminPage,,,2018-10-26 18:57:40,2018-10-26 18:57:40,0.006s,ERROR
,,,,,,
Test Cases/Common/LoginAsNewAdmin,,,2018-10-26 18:57:40,2018-10-26 18:57:41,0.569s,ERROR
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),,,2018-10-26 18:57:41,2018-10-26 18:57:41,0.148s,PASSED
"Statement - userName = dbdata.getValue(5, 1)",,,2018-10-26 18:57:41,2018-10-26 18:57:41,0.002s,PASSED
"Statement - password = dbdata.getValue(2, 1)",,,2018-10-26 18:57:41,2018-10-26 18:57:41,0.003s,PASSED
phpTravels.commonUtils.loginToPHPTravels,,,2018-10-26 18:57:41,2018-10-26 18:57:41,0.003s,ERROR
,,,,,,
Test Cases/CreateTour/CreateATour,,,2018-10-26 18:57:41,2018-10-26 18:57:41,0.334s,ERROR
phpTravels.TourKeys.navigateToNewTour,,,2018-10-26 18:57:41,2018-10-26 18:57:41,0.085s,ERROR
