Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ManageOperationForNewAdmin,Firefox 62.0,,2018-10-28 07:39:32,2018-10-28 07:40:46,1m - 13.410s,ERROR
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-28 07:39:33,2018-10-28 07:39:52,19.391s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 07:39:33,2018-10-28 07:39:42,8.975s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 07:39:42,2018-10-28 07:39:49,6.957s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-28 07:39:49,2018-10-28 07:39:52,2.902s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-28 07:39:52,2018-10-28 07:39:55,3.165s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-28 07:39:53,2018-10-28 07:39:54,1.034s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 07:39:54,2018-10-28 07:39:54,0.109s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 07:39:54,2018-10-28 07:39:54,0.006s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 07:39:54,2018-10-28 07:39:55,1.709s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-28 07:39:55,2018-10-28 07:40:35,39.319s,PASSED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-28 07:39:56,2018-10-28 07:40:09,13.081s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-28 07:40:09,2018-10-28 07:40:18,9.390s,PASSED
phpTravels.Tour.SetTourInclusions,Firefox 62.0,,2018-10-28 07:40:18,2018-10-28 07:40:29,10.782s,PASSED
phpTravels.Tour.SetTourExclusions,Firefox 62.0,,2018-10-28 07:40:29,2018-10-28 07:40:32,2.665s,PASSED
phpTravels.Tour.SaveTour,Firefox 62.0,,2018-10-28 07:40:32,2018-10-28 07:40:35,3.102s,PASSED
,,,,,,
Test Cases/User/AddSupplier,Firefox 62.0,,2018-10-28 07:40:35,2018-10-28 07:40:43,8.194s,ERROR
click,Firefox 62.0,,2018-10-28 07:40:36,2018-10-28 07:40:37,1.118s,PASSED
click,Firefox 62.0,,2018-10-28 07:40:37,2018-10-28 07:40:39,2.558s,PASSED
click,Firefox 62.0,,2018-10-28 07:40:39,2018-10-28 07:40:42,2.373s,PASSED
setText,Firefox 62.0,,2018-10-28 07:40:42,2018-10-28 07:40:42,0.421s,PASSED
setText,Firefox 62.0,,2018-10-28 07:40:42,2018-10-28 07:40:42,0.175s,PASSED
setText,Firefox 62.0,,2018-10-28 07:40:42,2018-10-28 07:40:43,0.254s,PASSED
setText,Firefox 62.0,,2018-10-28 07:40:43,2018-10-28 07:40:43,0.324s,PASSED
setText,Firefox 62.0,,2018-10-28 07:40:43,2018-10-28 07:40:43,0.021s,PASSED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-28 07:40:43,2018-10-28 07:40:45,2.058s,PASSED
click,Firefox 62.0,,2018-10-28 07:40:43,2018-10-28 07:40:45,1.746s,PASSED
