Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateTourForNewAdmin,Firefox 62.0,,2018-10-27 22:33:51,2018-10-27 22:34:30,39.506s,INCOMPLETE
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-27 22:33:52,2018-10-27 22:34:10,18.888s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 22:33:52,2018-10-27 22:34:01,9.015s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 22:34:01,2018-10-27 22:34:08,6.871s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 22:34:08,2018-10-27 22:34:10,2.346s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-27 22:34:11,2018-10-27 22:34:13,2.439s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-27 22:34:11,2018-10-27 22:34:12,0.800s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 22:34:12,2018-10-27 22:34:12,0.066s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 22:34:12,2018-10-27 22:34:12,0.006s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-27 22:34:12,2018-10-27 22:34:13,1.077s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-27 22:34:13,2018-10-27 22:34:30,17.083s,FAILED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-27 22:34:13,2018-10-27 22:34:30,16.770s,FAILED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-27 22:34:30,2018-10-27 22:34:30,0.367s,FAILED
click,Firefox 62.0,,2018-10-27 22:34:30,2018-10-27 22:34:30,0.038s,FAILED
