Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateTourForNewAdmin,Firefox 62.0,,2018-10-28 00:19:38,2018-10-28 00:20:47,1m - 9.111s,INCOMPLETE
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-28 00:19:38,2018-10-28 00:19:58,19.428s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 00:19:39,2018-10-28 00:19:48,8.966s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 00:19:48,2018-10-28 00:19:55,7.433s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-28 00:19:55,2018-10-28 00:19:58,2.423s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-28 00:19:58,2018-10-28 00:20:00,2.482s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-28 00:19:58,2018-10-28 00:19:59,0.632s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 00:19:59,2018-10-28 00:19:59,0.044s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 00:19:59,2018-10-28 00:19:59,0.001s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 00:19:59,2018-10-28 00:20:00,1.552s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-28 00:20:00,2018-10-28 00:20:46,46.247s,FAILED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-28 00:20:01,2018-10-28 00:20:13,12.641s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-28 00:20:13,2018-10-28 00:20:46,33.189s,FAILED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-28 00:20:46,2018-10-28 00:20:47,0.383s,FAILED
click,Firefox 62.0,,2018-10-28 00:20:47,2018-10-28 00:20:47,0.101s,FAILED
