Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateTourForNewAdmin,Firefox 62.0,,2018-10-28 00:49:58,2018-10-28 00:50:41,42.967s,FAILED
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-28 00:49:59,2018-10-28 00:50:18,19.285s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 00:49:59,2018-10-28 00:50:09,9.095s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 00:50:09,2018-10-28 00:50:16,7.291s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-28 00:50:16,2018-10-28 00:50:18,2.360s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-28 00:50:18,2018-10-28 00:50:21,3.090s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-28 00:50:19,2018-10-28 00:50:20,0.854s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 00:50:20,2018-10-28 00:50:20,0.059s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 00:50:20,2018-10-28 00:50:20,0.003s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 00:50:20,2018-10-28 00:50:21,1.637s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-28 00:50:21,2018-10-28 00:50:38,17.068s,FAILED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-28 00:50:22,2018-10-28 00:50:34,12.541s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-28 00:50:34,2018-10-28 00:50:38,4.118s,FAILED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-28 00:50:38,2018-10-28 00:50:41,2.100s,PASSED
click,Firefox 62.0,,2018-10-28 00:50:39,2018-10-28 00:50:41,1.798s,PASSED
