Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateTourForNewAdmin,Firefox 62.0,,2018-10-27 22:06:28,2018-10-27 22:07:09,41.174s,FAILED
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-27 22:06:29,2018-10-27 22:06:49,19.596s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 22:06:30,2018-10-27 22:06:39,9.028s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 22:06:39,2018-10-27 22:06:46,7.544s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 22:06:46,2018-10-27 22:06:49,2.407s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-27 22:06:49,2018-10-27 22:06:52,2.893s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-27 22:06:49,2018-10-27 22:06:50,0.843s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 22:06:50,2018-10-27 22:06:50,0.252s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 22:06:50,2018-10-27 22:06:50,0.001s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-27 22:06:50,2018-10-27 22:06:52,1.396s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-27 22:06:52,2018-10-27 22:07:06,14.793s,FAILED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-27 22:06:52,2018-10-27 22:07:02,9.803s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-27 22:07:02,2018-10-27 22:07:06,4.163s,FAILED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-27 22:07:06,2018-10-27 22:07:09,2.553s,PASSED
click,Firefox 62.0,,2018-10-27 22:07:07,2018-10-27 22:07:09,2.067s,PASSED
