Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ManageOperation,Firefox 62.0,,2018-10-28 19:06:13,2018-10-28 19:07:44,1m - 31.063s,FAILED
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-28 19:06:14,2018-10-28 19:06:31,16.703s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 19:06:14,2018-10-28 19:06:22,7.667s,PASSED
openBrowser,Firefox 62.0,,2018-10-28 19:06:22,2018-10-28 19:06:28,5.948s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-28 19:06:28,2018-10-28 19:06:31,2.534s,PASSED
,,,,,,
Test Cases/Common/Login,Firefox 62.0,,2018-10-28 19:06:31,2018-10-28 19:06:33,2.285s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 19:06:31,2018-10-28 19:06:33,1.978s,PASSED
,,,,,,
Test Cases/User/AddAdmin,Firefox 62.0,,2018-10-28 19:06:33,2018-10-28 19:06:53,20.400s,PASSED
phpTravels.Admin.NavigateToAdminPage,Firefox 62.0,,2018-10-28 19:06:33,2018-10-28 19:06:41,7.722s,PASSED
phpTravels.Admin.SetAdminDetails,Firefox 62.0,,2018-10-28 19:06:41,2018-10-28 19:06:46,5.284s,PASSED
phpTravels.Admin.ManageAccessDetails,Firefox 62.0,,2018-10-28 19:06:46,2018-10-28 19:06:51,4.301s,PASSED
phpTravels.Admin.SaveDetails,Firefox 62.0,,2018-10-28 19:06:51,2018-10-28 19:06:53,2.764s,PASSED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-28 19:06:53,2018-10-28 19:06:55,1.906s,PASSED
click,Firefox 62.0,,2018-10-28 19:06:54,2018-10-28 19:06:55,1.577s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-28 19:06:55,2018-10-28 19:06:56,1.059s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-28 19:06:56,2018-10-28 19:06:56,0.049s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 19:06:56,2018-10-28 19:06:56,0.001s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-28 19:06:56,2018-10-28 19:06:56,0.002s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-28 19:06:56,2018-10-28 19:06:56,0.642s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-28 19:06:56,2018-10-28 19:07:31,34.715s,PASSED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-28 19:06:57,2018-10-28 19:07:07,10.159s,PASSED
phpTravels.Tour.SetTourDetails,Firefox 62.0,,2018-10-28 19:07:07,2018-10-28 19:07:15,7.936s,PASSED
phpTravels.Tour.SetTourInclusions,Firefox 62.0,,2018-10-28 19:07:15,2018-10-28 19:07:25,10.745s,PASSED
phpTravels.Tour.SetTourExclusions,Firefox 62.0,,2018-10-28 19:07:25,2018-10-28 19:07:28,2.450s,PASSED
phpTravels.Tour.SaveTour,Firefox 62.0,,2018-10-28 19:07:28,2018-10-28 19:07:31,3.133s,PASSED
,,,,,,
Test Cases/User/AddSupplier,Firefox 62.0,,2018-10-28 19:07:31,2018-10-28 19:07:42,10.512s,FAILED
click,Firefox 62.0,,2018-10-28 19:07:32,2018-10-28 19:07:33,1.027s,PASSED
click,Firefox 62.0,,2018-10-28 19:07:33,2018-10-28 19:07:35,1.906s,PASSED
click,Firefox 62.0,,2018-10-28 19:07:35,2018-10-28 19:07:37,2.060s,PASSED
setText,Firefox 62.0,,2018-10-28 19:07:37,2018-10-28 19:07:38,0.314s,PASSED
setText,Firefox 62.0,,2018-10-28 19:07:38,2018-10-28 19:07:38,0.085s,PASSED
setText,Firefox 62.0,,2018-10-28 19:07:38,2018-10-28 19:07:38,0.113s,PASSED
setText,Firefox 62.0,,2018-10-28 19:07:38,2018-10-28 19:07:38,0.139s,PASSED
setText,Firefox 62.0,,2018-10-28 19:07:38,2018-10-28 19:07:38,0.105s,PASSED
click,Firefox 62.0,,2018-10-28 19:07:38,2018-10-28 19:07:39,0.744s,PASSED
setText,Firefox 62.0,,2018-10-28 19:07:39,2018-10-28 19:07:39,0.332s,PASSED
click,Firefox 62.0,,2018-10-28 19:07:39,2018-10-28 19:07:41,1.293s,PASSED
setText,Firefox 62.0,,2018-10-28 19:07:41,2018-10-28 19:07:41,0.260s,PASSED
setText,Firefox 62.0,,2018-10-28 19:07:41,2018-10-28 19:07:41,0.140s,PASSED
selectOptionByValue,Firefox 62.0,,2018-10-28 19:07:41,2018-10-28 19:07:42,0.627s,FAILED
,,,,,,
Test Cases/Common/LogOutNewAdmin,Firefox 62.0,,2018-10-28 19:07:42,2018-10-28 19:07:44,2.042s,PASSED
click,Firefox 62.0,,2018-10-28 19:07:42,2018-10-28 19:07:44,1.777s,PASSED
