Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateTourForNewAdmin,Firefox 62.0,,2018-10-27 23:03:53,2018-10-27 23:04:22,29.560s,INCOMPLETE
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-27 23:03:53,2018-10-27 23:04:12,19.034s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 23:03:54,2018-10-27 23:04:03,8.939s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 23:04:03,2018-10-27 23:04:10,7.184s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 23:04:10,2018-10-27 23:04:12,2.288s,PASSED
,,,,,,
Test Cases/Common/LoginFromDatabase,Firefox 62.0,,2018-10-27 23:04:12,2018-10-27 23:04:15,3.086s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-27 23:04:13,2018-10-27 23:04:14,0.907s,PASSED
"Statement - userName = dbdata.getValue(Email.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 23:04:14,2018-10-27 23:04:14,0.084s,PASSED
"Statement - password = dbdata.getValue(Password.ordinal(), userIndex)",Firefox 62.0,,2018-10-27 23:04:14,2018-10-27 23:04:14,0.010s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-27 23:04:14,2018-10-27 23:04:15,1.636s,PASSED
,,,,,,
Test Cases/Tour/BookTour,Firefox 62.0,,2018-10-27 23:04:15,2018-10-27 23:04:22,6.524s,FAILED
phpTravels.Tour.NavigateToTourPage,Firefox 62.0,,2018-10-27 23:04:16,2018-10-27 23:04:22,6.204s,FAILED
,,,,,,
Test Cases/Common/LogOut,Firefox 62.0,,2018-10-27 23:04:22,2018-10-27 23:04:22,0.330s,FAILED
click,Firefox 62.0,,2018-10-27 23:04:22,2018-10-27 23:04:22,0.034s,FAILED
