Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateAdminandLogin,Firefox 62.0,,2018-10-26 19:32:19,2018-10-26 19:33:34,1m - 14.066s,INCOMPLETE
,,,,,,
Test Cases/Common/LoginAsAdmin,Firefox 62.0,,2018-10-26 19:32:20,2018-10-26 19:32:36,15.515s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-26 19:32:21,2018-10-26 19:32:22,0.833s,PASSED
"Statement - userName = dbdata.getValue(5, 2)",Firefox 62.0,,2018-10-26 19:32:22,2018-10-26 19:32:22,0.020s,PASSED
"Statement - password = dbdata.getValue(2, 2)",Firefox 62.0,,2018-10-26 19:32:22,2018-10-26 19:32:22,0.011s,PASSED
phpTravels.commonUtils.loginToPHPTravels,Firefox 62.0,,2018-10-26 19:32:22,2018-10-26 19:32:36,13.980s,PASSED
,,,,,,
Test Cases/CreateUser/AddAdmin,Firefox 62.0,,2018-10-26 19:32:36,2018-10-26 19:33:07,31.669s,FAILED
phpTravels.PhpKeys.navigateToCreateAdminPage,Firefox 62.0,,2018-10-26 19:32:37,2018-10-26 19:33:07,30.811s,FAILED
,,,,,,
Test Cases/Common/LoginAsCreatedAdmin,Firefox 62.0,,2018-10-26 19:33:07,2018-10-26 19:33:19,11.344s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(userDetail),Firefox 62.0,,2018-10-26 19:33:08,2018-10-26 19:33:08,0.076s,PASSED
"Statement - userName = dbdata.getValue(5, 1)",Firefox 62.0,,2018-10-26 19:33:08,2018-10-26 19:33:08,0.001s,PASSED
"Statement - password = dbdata.getValue(2, 1)",Firefox 62.0,,2018-10-26 19:33:08,2018-10-26 19:33:08,0.003s,PASSED
phpTravels.commonUtils.loginToPHPTravels,Firefox 62.0,,2018-10-26 19:33:08,2018-10-26 19:33:19,10.860s,PASSED
,,,,,,
Test Cases/CreateTour/BookTour,Firefox 62.0,,2018-10-26 19:33:19,2018-10-26 19:33:34,14.656s,FAILED
phpTravels.TourKeys.navigateToNewTour,Firefox 62.0,,2018-10-26 19:33:19,2018-10-26 19:33:34,14.251s,FAILED
