Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddNewAdmin,Firefox 62.0,,2018-10-27 17:43:57,2018-10-27 17:44:30,32.501s,ERROR
,,,,,,
Test Cases/Common/NavigateToUrl,Firefox 62.0,,2018-10-27 17:43:58,2018-10-27 17:44:15,17.422s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 17:43:59,2018-10-27 17:44:06,7.559s,PASSED
openBrowser,Firefox 62.0,,2018-10-27 17:44:06,2018-10-27 17:44:13,6.869s,PASSED
navigateToUrl,Firefox 62.0,,2018-10-27 17:44:13,2018-10-27 17:44:15,2.311s,PASSED
,,,,,,
Test Cases/Common/LoginAsAdmin,Firefox 62.0,,2018-10-27 17:44:15,2018-10-27 17:44:17,1.940s,PASSED
phpTravels.Common.Login,Firefox 62.0,,2018-10-27 17:44:16,2018-10-27 17:44:17,1.472s,PASSED
,,,,,,
Test Cases/User/AddAdmin,Firefox 62.0,,2018-10-27 17:44:17,2018-10-27 17:44:29,11.558s,ERROR
phpTravels.Admin.NavigateToAdminPage,Firefox 62.0,,2018-10-27 17:44:18,2018-10-27 17:44:28,10.290s,PASSED
phpTravels.Admin.SetAdminDetails,Firefox 62.0,,2018-10-27 17:44:28,2018-10-27 17:44:29,0.790s,ERROR
